DATE,IHLIDXUSTPRETA
2023-07-17,125.64
2023-07-18,125.59
2023-07-19,125.69
2023-07-20,125.77
2023-07-21,125.79
2023-07-22,125.67
2023-07-23,125.76
2023-07-24,126.08
2023-07-25,126.48
2023-07-26,126.83
2023-07-27,127.31
2023-07-28,127.73
2023-07-29,128.27
2023-07-30,128.6
2023-07-31,128.66
2023-08-01,128.48
2023-08-02,128.09
2023-08-03,127.64
2023-08-04,127.02
2023-08-05,126.67
2023-08-06,126.26
2023-08-07,125.92
2023-08-08,125.78
2023-08-09,125.79
2023-08-10,125.8
2023-08-11,125.81
2023-08-12,125.64
2023-08-13,125.61
2023-08-14,125.48
2023-08-15,125.41
2023-08-16,125.28
2023-08-17,125.31
2023-08-18,125.54
2023-08-19,125.51
2023-08-20,125.44
2023-08-21,125.45
2023-08-22,125.33
2023-08-23,125.24
2023-08-24,124.99
2023-08-25,124.57
2023-08-26,124.41
2023-08-27,124.21
2023-08-28,124.02
2023-08-29,123.85
2023-08-30,123.68
2023-08-31,123.53
2023-09-01,123.2
2023-09-02,123.14
2023-09-03,122.98
2023-09-04,122.89
2023-09-05,122.8
2023-09-06,122.65
2023-09-07,122.53
2023-09-08,122.54
2023-09-09,122.38
2023-09-10,122.3
2023-09-11,122.11
2023-09-12,121.9
2023-09-13,121.7
2023-09-14,121.51
2023-09-15,121.32
2023-09-16,121.06
2023-09-17,120.6
2023-09-18,120.04
2023-09-19,119.58
2023-09-20,119.3
2023-09-21,119.19
2023-09-22,119.32
2023-09-23,119.52
2023-09-24,119.99
2023-09-25,120.59
2023-09-26,121.08
2023-09-27,121.37
2023-09-28,121.52
2023-09-29,121.52
2023-09-30,121.38
2023-10-01,121.19
2023-10-02,120.96
2023-10-03,120.91
2023-10-04,120.88
2023-10-05,120.96
2023-10-06,121.04
2023-10-07,121.34
2023-10-08,121.66
2023-10-09,122.06
2023-10-10,122.44
2023-10-11,122.87
2023-10-12,123.21
2023-10-13,123.51
2023-10-14,123.78
2023-10-15,124.09
2023-10-16,124.38
2023-10-17,124.56
2023-10-18,124.72
2023-10-19,124.87
2023-10-20,124.98
2023-10-21,124.87
2023-10-22,124.84
2023-10-23,124.66
2023-10-24,124.66
2023-10-25,124.55
2023-10-26,124.47
2023-10-27,124.4
2023-10-28,124.41
2023-10-29,124.3
2023-10-30,124.35
2023-10-31,124.25
2023-11-01,124.33
2023-11-02,124.09
2023-11-03,123.91
2023-11-04,123.96
2023-11-05,123.98
2023-11-06,124.01
2023-11-07,124.03
2023-11-08,123.82
2023-11-09,123.96
2023-11-10,124.13
2023-11-11,124.21
2023-11-12,124.3
2023-11-13,124.41
2023-11-14,124.48
2023-11-15,124.36
2023-11-16,124.52
2023-11-17,124.68
2023-11-18,124.61
2023-11-19,124.82
2023-11-20,125.03
2023-11-21,125.32
2023-11-22,125.63
2023-11-23,125.83
2023-11-24,125.95
2023-11-25,126.05
2023-11-26,126.06
2023-11-27,125.91
2023-11-28,125.84
2023-11-29,126.08
2023-11-30,126.05
2023-12-01,125.94
2023-12-02,125.8
2023-12-03,125.5
2023-12-04,125.35
2023-12-05,125.15
2023-12-06,124.88
2023-12-07,124.68
2023-12-08,124.56
2023-12-09,124.65
2023-12-10,124.94
2023-12-11,125.2
2023-12-12,125.43
2023-12-13,125.57
2023-12-14,125.67
2023-12-15,125.76
2023-12-16,125.87
2023-12-17,125.54
2023-12-18,125.35
2023-12-19,125.12
2023-12-20,124.88
2023-12-21,124.48
2023-12-22,124.12
2023-12-23,123.75
2023-12-24,123.64
2023-12-25,123.41
2023-12-26,123.06
2023-12-27,122.92
2023-12-28,122.68
2023-12-29,122.25
2023-12-30,121.64
2023-12-31,120.59
2024-01-01,119.32
2024-01-02,117.86
2024-01-03,116.29
2024-01-04,114.97
2024-01-05,113.78
2024-01-06,112.91
2024-01-07,112.56
2024-01-08,112.5
2024-01-09,112.82
2024-01-10,113.13
2024-01-11,113.48
2024-01-12,113.81
2024-01-13,113.84
2024-01-14,113.79
2024-01-15,113.54
2024-01-16,113.21
2024-01-17,112.92
2024-01-18,112.55
2024-01-19,112.22
2024-01-20,111.88
2024-01-21,111.51
2024-01-22,111.19
2024-01-23,110.82
2024-01-24,109.91
2024-01-25,109.03
2024-01-26,108.29
2024-01-27,108.04
2024-01-28,107.62
2024-01-29,107.32
2024-01-30,107.15
2024-01-31,107.19
2024-02-01,106.7
2024-02-02,106.54
2024-02-03,106.33
2024-02-04,106.25
2024-02-05,106.04
2024-02-06,105.73
2024-02-07,105.82
2024-02-08,106.48
2024-02-09,106.8
2024-02-10,106.79
2024-02-11,106.78
2024-02-12,106.94
2024-02-13,107.24
2024-02-14,107.73
2024-02-15,108.02
2024-02-16,108.26
2024-02-17,108.61
2024-02-18,109.29
2024-02-19,109.79
2024-02-20,110.13
2024-02-21,109.89
2024-02-22,109.75
2024-02-23,109.55
2024-02-24,109.3
2024-02-25,108.67
2024-02-26,108.13
2024-02-27,107.66
2024-02-28,107.57
2024-02-29,107.28
2024-03-01,106.82
2024-03-02,106.42
2024-03-03,106.04
2024-03-04,105.59
2024-03-05,105.23
2024-03-06,104.87
2024-03-07,104.86
2024-03-08,104.9
