DATE,IHLIDXUSTPHUMARESO
2023-10-23,103.17
2023-10-24,103.23
2023-10-25,103.28
2023-10-26,103.36
2023-10-27,103.35
2023-10-28,103.65
2023-10-29,103.76
2023-10-30,103.83
2023-10-31,103.77
2023-11-01,103.83
2023-11-02,103.73
2023-11-03,103.75
2023-11-04,103.7
2023-11-05,103.62
2023-11-06,103.51
2023-11-07,103.57
2023-11-08,103.53
2023-11-09,103.55
2023-11-10,103.54
2023-11-11,103.5
2023-11-12,103.46
2023-11-13,103.42
2023-11-14,103.23
2023-11-15,102.93
2023-11-16,102.75
2023-11-17,102.51
2023-11-18,102.16
2023-11-19,101.92
2023-11-20,101.71
2023-11-21,101.66
2023-11-22,101.67
2023-11-23,101.65
2023-11-24,101.53
2023-11-25,101.56
2023-11-26,101.45
2023-11-27,101.33
2023-11-28,101.12
2023-11-29,100.95
2023-11-30,100.64
2023-12-01,100.53
2023-12-02,100.39
2023-12-03,100.34
2023-12-04,100.29
2023-12-05,100.21
2023-12-06,100.11
2023-12-07,100.16
2023-12-08,100.2
2023-12-09,100.06
2023-12-10,100.07
2023-12-11,100.13
2023-12-12,100.23
2023-12-13,100.47
2023-12-14,100.63
2023-12-15,100.64
2023-12-16,100.82
2023-12-17,100.79
2023-12-18,100.65
2023-12-19,100.47
2023-12-20,100.09
2023-12-21,99.76
2023-12-22,99.43
2023-12-23,99.08
2023-12-24,98.75
2023-12-25,98.53
2023-12-26,98.37
2023-12-27,98.23
2023-12-28,98.08
2023-12-29,98.12
2023-12-30,98.26
2023-12-31,98.47
2024-01-01,98.65
2024-01-02,98.88
2024-01-03,99.41
2024-01-04,100.34
2024-01-05,101.2
2024-01-06,102.0
2024-01-07,102.84
2024-01-08,103.5
2024-01-09,104.11
2024-01-10,104.45
2024-01-11,104.43
2024-01-12,104.35
2024-01-13,104.18
2024-01-14,103.93
2024-01-15,103.79
2024-01-16,103.63
2024-01-17,103.47
2024-01-18,103.28
2024-01-19,102.95
2024-01-20,102.83
2024-01-21,102.65
2024-01-22,102.47
2024-01-23,102.4
2024-01-24,102.31
2024-01-25,102.32
2024-01-26,102.37
2024-01-27,102.43
2024-01-28,102.51
2024-01-29,102.59
2024-01-30,102.62
2024-01-31,102.68
2024-02-01,102.59
2024-02-02,102.69
2024-02-03,102.74
2024-02-04,102.73
2024-02-05,102.66
2024-02-06,102.57
2024-02-07,102.46
2024-02-08,102.37
2024-02-09,102.15
2024-02-10,101.81
2024-02-11,101.49
2024-02-12,101.24
2024-02-13,101.08
2024-02-14,100.94
2024-02-15,100.84
2024-02-16,100.83
2024-02-17,100.54
2024-02-18,100.69
2024-02-19,100.84
2024-02-20,100.83
2024-02-21,100.89
2024-02-22,100.87
2024-02-23,100.92
2024-02-24,101.34
2024-02-25,101.32
2024-02-26,101.35
2024-02-27,101.42
2024-02-28,101.42
2024-02-29,101.55
2024-03-01,101.47
2024-03-02,101.36
2024-03-03,101.4
2024-03-04,101.47
2024-03-05,101.54
2024-03-06,101.49
2024-03-07,101.42
2024-03-08,101.42
