DATE,IHLIDXUSTPNURS
2023-07-19,151.75
2023-07-20,151.77
2023-07-21,151.83
2023-07-22,151.71
2023-07-23,151.96
2023-07-24,152.21
2023-07-25,152.5
2023-07-26,152.87
2023-07-27,153.26
2023-07-28,153.3
2023-07-29,153.5
2023-07-30,153.37
2023-07-31,153.16
2023-08-01,153.12
2023-08-02,152.98
2023-08-03,152.91
2023-08-04,152.82
2023-08-05,152.86
2023-08-06,152.82
2023-08-07,152.8
2023-08-08,152.65
2023-08-09,152.65
2023-08-10,152.68
2023-08-11,152.65
2023-08-12,152.47
2023-08-13,152.45
2023-08-14,152.31
2023-08-15,152.23
2023-08-16,152.05
2023-08-17,151.73
2023-08-18,151.52
2023-08-19,151.44
2023-08-20,151.27
2023-08-21,151.31
2023-08-22,151.33
2023-08-23,151.32
2023-08-24,151.58
2023-08-25,151.86
2023-08-26,151.93
2023-08-27,152.01
2023-08-28,151.99
2023-08-29,152.08
2023-08-30,152.32
2023-08-31,152.41
2023-09-01,152.31
2023-09-02,152.44
2023-09-03,152.51
2023-09-04,152.62
2023-09-05,152.63
2023-09-06,152.51
2023-09-07,152.54
2023-09-08,152.64
2023-09-09,152.84
2023-09-10,153.06
2023-09-11,153.3
2023-09-12,153.49
2023-09-13,153.8
2023-09-14,153.92
2023-09-15,153.94
2023-09-16,153.76
2023-09-17,153.23
2023-09-18,152.69
2023-09-19,152.16
2023-09-20,151.64
2023-09-21,151.09
2023-09-22,150.64
2023-09-23,150.31
2023-09-24,150.38
2023-09-25,150.51
2023-09-26,150.73
2023-09-27,150.81
2023-09-28,151.01
2023-09-29,151.23
2023-09-30,151.23
2023-10-01,151.2
2023-10-02,151.19
2023-10-03,151.17
2023-10-04,151.17
2023-10-05,151.09
2023-10-06,150.94
2023-10-07,151.0
2023-10-08,150.97
2023-10-09,150.82
2023-10-10,150.59
2023-10-11,150.49
2023-10-12,150.49
2023-10-13,150.43
2023-10-14,150.3
2023-10-15,150.29
2023-10-16,150.3
2023-10-17,150.35
2023-10-18,150.36
2023-10-19,150.29
2023-10-20,150.25
2023-10-21,149.97
2023-10-22,149.89
2023-10-23,149.79
2023-10-24,149.75
2023-10-25,149.69
2023-10-26,149.64
2023-10-27,149.5
2023-10-28,149.58
2023-10-29,149.24
2023-10-30,148.93
2023-10-31,148.56
2023-11-01,148.09
2023-11-02,147.6
2023-11-03,147.18
2023-11-04,146.87
2023-11-05,146.76
2023-11-06,146.61
2023-11-07,146.44
2023-11-08,146.35
2023-11-09,146.25
2023-11-10,146.29
2023-11-11,146.19
2023-11-12,146.06
2023-11-13,145.94
2023-11-14,145.68
2023-11-15,145.47
2023-11-16,145.3
2023-11-17,145.05
2023-11-18,144.8
2023-11-19,144.58
2023-11-20,144.4
2023-11-21,144.39
2023-11-22,144.27
2023-11-23,144.16
2023-11-24,144.06
2023-11-25,143.98
2023-11-26,143.91
2023-11-27,143.82
2023-11-28,143.76
2023-11-29,143.83
2023-11-30,143.87
2023-12-01,143.95
2023-12-02,144.09
2023-12-03,144.26
2023-12-04,144.38
2023-12-05,144.49
2023-12-06,144.55
2023-12-07,144.7
2023-12-08,144.64
2023-12-09,143.8
2023-12-10,143.11
2023-12-11,142.5
2023-12-12,141.84
2023-12-13,141.23
2023-12-14,140.58
2023-12-15,140.07
2023-12-16,140.2
2023-12-17,140.16
2023-12-18,140.13
2023-12-19,140.08
2023-12-20,139.99
2023-12-21,139.91
2023-12-22,139.89
2023-12-23,139.93
2023-12-24,140.01
2023-12-25,140.08
2023-12-26,140.16
2023-12-27,140.25
2023-12-28,140.29
2023-12-29,140.3
2023-12-30,140.35
2023-12-31,140.33
2024-01-01,140.26
2024-01-02,140.1
2024-01-03,139.92
2024-01-04,139.95
2024-01-05,140.05
2024-01-06,140.04
2024-01-07,140.08
2024-01-08,140.09
2024-01-09,140.21
2024-01-10,140.35
2024-01-11,140.3
2024-01-12,140.17
2024-01-13,140.0
2024-01-14,139.82
2024-01-15,139.66
2024-01-16,139.41
2024-01-17,139.12
2024-01-18,138.84
2024-01-19,138.52
2024-01-20,138.36
2024-01-21,138.11
2024-01-22,137.86
2024-01-23,137.71
2024-01-24,137.49
2024-01-25,137.26
2024-01-26,137.12
2024-01-27,136.89
2024-01-28,136.65
2024-01-29,136.46
2024-01-30,136.25
2024-01-31,136.07
2024-02-01,135.92
2024-02-02,135.74
2024-02-03,135.8
2024-02-04,135.86
2024-02-05,135.9
2024-02-06,136.01
2024-02-07,136.17
2024-02-08,136.32
2024-02-09,136.42
2024-02-10,136.34
2024-02-11,136.27
2024-02-12,136.19
2024-02-13,136.04
2024-02-14,135.84
2024-02-15,135.48
2024-02-16,135.12
2024-02-17,134.56
2024-02-18,134.26
2024-02-19,133.97
2024-02-20,133.7
2024-02-21,133.4
2024-02-22,133.32
2024-02-23,133.29
2024-02-24,133.56
2024-02-25,133.54
2024-02-26,133.51
2024-02-27,133.45
2024-02-28,133.46
2024-02-29,133.44
2024-03-01,133.37
2024-03-02,133.23
2024-03-03,133.18
2024-03-04,133.15
2024-03-05,133.05
2024-03-06,132.9
2024-03-07,132.7
2024-03-08,132.5
