DATE,IHLIDXUSTPMARK
2023-07-17,85.83
2023-07-18,85.75
2023-07-19,85.66
2023-07-20,85.57
2023-07-21,85.48
2023-07-22,85.19
2023-07-23,85.11
2023-07-24,85.04
2023-07-25,85.01
2023-07-26,84.99
2023-07-27,84.91
2023-07-28,84.81
2023-07-29,84.91
2023-07-30,84.82
2023-07-31,84.73
2023-08-01,84.64
2023-08-02,84.44
2023-08-03,84.31
2023-08-04,84.27
2023-08-05,84.28
2023-08-06,84.21
2023-08-07,84.1
2023-08-08,84.03
2023-08-09,84.06
2023-08-10,84.0
2023-08-11,83.96
2023-08-12,83.75
2023-08-13,83.74
2023-08-14,83.78
2023-08-15,83.81
2023-08-16,83.82
2023-08-17,83.85
2023-08-18,83.84
2023-08-19,83.99
2023-08-20,84.04
2023-08-21,84.08
2023-08-22,84.12
2023-08-23,84.15
2023-08-24,84.22
2023-08-25,84.24
2023-08-26,84.22
2023-08-27,84.19
2023-08-28,84.15
2023-08-29,84.12
2023-08-30,84.15
2023-08-31,84.21
2023-09-01,84.26
2023-09-02,84.36
2023-09-03,84.42
2023-09-04,84.52
2023-09-05,84.6
2023-09-06,84.67
2023-09-07,84.73
2023-09-08,84.8
2023-09-09,84.93
2023-09-10,85.1
2023-09-11,85.24
2023-09-12,85.38
2023-09-13,85.53
2023-09-14,85.59
2023-09-15,85.75
2023-09-16,85.86
2023-09-17,85.7
2023-09-18,85.5
2023-09-19,85.35
2023-09-20,85.06
2023-09-21,84.85
2023-09-22,84.6
2023-09-23,84.34
2023-09-24,84.36
2023-09-25,84.41
2023-09-26,84.46
2023-09-27,84.62
2023-09-28,84.79
2023-09-29,84.83
2023-09-30,84.71
2023-10-01,84.68
2023-10-02,84.62
2023-10-03,84.61
2023-10-04,84.58
2023-10-05,84.53
2023-10-06,84.57
2023-10-07,84.81
2023-10-08,84.9
2023-10-09,84.97
2023-10-10,84.94
2023-10-11,84.93
2023-10-12,84.91
2023-10-13,84.89
2023-10-14,84.9
2023-10-15,84.94
2023-10-16,85.02
2023-10-17,85.06
2023-10-18,85.01
2023-10-19,84.93
2023-10-20,84.85
2023-10-21,84.53
2023-10-22,84.34
2023-10-23,84.1
2023-10-24,83.96
2023-10-25,83.91
2023-10-26,83.84
2023-10-27,83.71
2023-10-28,83.72
2023-10-29,83.6
2023-10-30,83.52
2023-10-31,83.35
2023-11-01,83.1
2023-11-02,82.87
2023-11-03,82.69
2023-11-04,82.58
2023-11-05,82.5
2023-11-06,82.36
2023-11-07,82.28
2023-11-08,82.27
2023-11-09,82.28
2023-11-10,82.27
2023-11-11,82.25
2023-11-12,82.2
2023-11-13,82.18
2023-11-14,82.16
2023-11-15,82.16
2023-11-16,82.21
2023-11-17,82.21
2023-11-18,82.2
2023-11-19,82.27
2023-11-20,82.33
2023-11-21,82.41
2023-11-22,82.51
2023-11-23,82.51
2023-11-24,82.51
2023-11-25,82.48
2023-11-26,82.38
2023-11-27,82.28
2023-11-28,82.19
2023-11-29,82.02
2023-11-30,81.84
2023-12-01,81.75
2023-12-02,81.48
2023-12-03,81.27
2023-12-04,81.08
2023-12-05,80.9
2023-12-06,80.78
2023-12-07,80.77
2023-12-08,80.81
2023-12-09,80.89
2023-12-10,81.07
2023-12-11,81.23
2023-12-12,81.35
2023-12-13,81.48
2023-12-14,81.52
2023-12-15,81.44
2023-12-16,81.53
2023-12-17,81.44
2023-12-18,81.34
2023-12-19,81.21
2023-12-20,81.09
2023-12-21,80.92
2023-12-22,80.74
2023-12-23,80.5
2023-12-24,80.28
2023-12-25,80.1
2023-12-26,79.97
2023-12-27,79.77
2023-12-28,79.65
2023-12-29,79.64
2023-12-30,79.76
2023-12-31,79.96
2024-01-01,80.22
2024-01-02,80.52
2024-01-03,81.02
2024-01-04,81.68
2024-01-05,82.27
2024-01-06,82.81
2024-01-07,83.3
2024-01-08,83.65
2024-01-09,83.96
2024-01-10,84.13
2024-01-11,84.15
2024-01-12,84.11
2024-01-13,83.95
2024-01-14,83.82
2024-01-15,83.72
2024-01-16,83.55
2024-01-17,83.37
2024-01-18,83.2
2024-01-19,83.05
2024-01-20,82.98
2024-01-21,82.82
2024-01-22,82.67
2024-01-23,82.57
2024-01-24,82.46
2024-01-25,82.29
2024-01-26,82.06
2024-01-27,81.83
2024-01-28,81.64
2024-01-29,81.46
2024-01-30,81.31
2024-01-31,81.19
2024-02-01,81.14
2024-02-02,81.23
2024-02-03,81.38
2024-02-04,81.5
2024-02-05,81.63
2024-02-06,81.68
2024-02-07,81.77
2024-02-08,81.85
2024-02-09,81.86
2024-02-10,81.84
2024-02-11,81.81
2024-02-12,81.77
2024-02-13,81.79
2024-02-14,81.77
2024-02-15,81.76
2024-02-16,81.78
2024-02-17,81.5
2024-02-18,81.48
2024-02-19,81.49
2024-02-20,81.47
2024-02-21,81.42
2024-02-22,81.33
2024-02-23,81.24
2024-02-24,81.48
2024-02-25,81.42
2024-02-26,81.34
2024-02-27,81.29
2024-02-28,81.35
2024-02-29,81.43
2024-03-01,81.48
2024-03-02,81.33
2024-03-03,81.3
2024-03-04,81.27
2024-03-05,81.22
2024-03-06,81.13
2024-03-07,81.0
2024-03-08,80.87
