DATE,IHLIDXUSTPELECENGI,IHLIDXUSTPMARK,IHLIDXUSTPRETA,IHLIDXUSTPHUMARESO,IHLIDXUSTPPRMA,IHLIDXUSTPSALE,IHLIDXUSTPITOPHE,IHLIDXUSTPNURS,IHLIDXUSTPSOFTDEVE
2021-06-14,116.42,135.81,132.4,150.66,176.65,118.68,108.45,133.05,136.01
2021-06-15,116.53,135.9,132.68,151.3,176.87,118.75,108.79,133.15,136.48
2021-06-16,116.71,135.76,132.88,151.79,177.04,118.85,108.87,133.18,136.68
2021-06-17,116.94,135.61,132.94,152.36,177.21,118.97,109.05,133.13,136.93
2021-06-18,117.08,135.32,133.22,152.89,177.39,119.11,108.96,133.04,136.89
2021-06-19,117.58,135.29,133.67,153.62,177.8,119.43,109.14,132.94,137.15
2021-06-20,117.94,135.25,134.08,154.08,178.14,119.64,109.19,132.8,137.16
2021-06-21,118.29,135.19,134.47,154.66,178.49,119.93,109.23,132.73,137.15
2021-06-22,118.51,135.21,134.73,155.23,178.64,120.05,109.14,132.71,137.13
2021-06-23,118.74,135.54,135.22,155.92,178.85,120.35,109.2,132.69,137.25
2021-06-24,118.91,135.86,135.86,156.45,178.92,120.63,109.22,132.7,137.32
2021-06-25,119.18,136.29,136.23,156.87,178.87,120.85,109.38,132.74,137.56
2021-06-26,119.47,136.94,136.51,157.64,179.07,121.26,109.6,132.99,137.97
2021-06-27,119.55,137.4,136.7,158.25,179.06,121.59,109.72,133.25,138.21
2021-06-28,119.54,138.02,136.92,158.89,179.22,121.9,109.88,133.53,138.5
2021-06-29,119.78,138.64,137.13,159.62,179.47,122.31,110.24,133.83,138.87
2021-06-30,119.93,139.01,137.17,160.12,179.53,122.42,110.51,134.1,139.13
2021-07-01,120.08,139.39,137.21,160.62,179.58,122.53,110.78,134.36,139.39
2021-07-02,120.29,139.77,137.19,161.23,179.84,122.65,111.07,134.66,139.62
2021-07-03,120.28,139.92,137.25,161.65,180.05,122.53,111.24,134.87,139.63
2021-07-04,120.39,140.35,137.39,162.29,180.43,122.63,111.54,135.16,139.94
2021-07-05,120.57,140.67,137.51,162.8,180.65,122.5,111.8,135.29,140.19
2021-07-06,120.75,140.97,137.64,163.3,180.87,122.4,112.09,135.45,140.51
2021-07-07,120.9,141.24,137.82,163.69,181.37,122.33,112.41,135.6,140.84
2021-07-08,121.11,141.61,138.02,164.22,182.17,122.3,112.78,135.88,141.21
2021-07-09,121.36,142.03,138.35,164.74,182.94,122.23,113.23,136.18,141.75
2021-07-10,121.33,142.33,138.43,164.91,183.1,122.1,113.62,136.15,142.04
2021-07-11,121.59,142.53,138.51,165.16,183.38,121.84,114.07,136.15,142.29
2021-07-12,121.6,142.68,138.48,165.31,183.61,121.67,114.4,136.16,142.39
2021-07-13,121.72,142.81,138.55,165.46,183.92,121.5,114.75,136.18,142.55
2021-07-14,121.86,142.93,138.51,165.75,184.04,121.42,115.15,136.35,142.82
2021-07-15,122.1,143.07,138.69,165.93,184.02,121.38,115.6,136.5,143.13
2021-07-16,122.13,143.06,138.73,165.97,183.86,121.37,115.82,136.57,143.26
2021-07-17,122.23,142.93,138.67,166.12,183.96,121.44,116.0,136.93,143.46
2021-07-18,122.5,143.02,138.97,166.43,184.24,121.68,116.31,137.39,143.92
2021-07-19,122.88,143.16,139.37,166.87,184.6,122.02,116.67,137.96,144.53
2021-07-20,123.07,143.32,139.64,167.3,184.83,122.31,116.94,138.5,144.99
2021-07-21,123.24,143.17,140.09,167.4,184.38,122.14,117.1,138.69,145.36
2021-07-22,123.13,142.89,140.05,167.48,183.73,121.85,117.21,138.73,145.7
2021-07-23,123.21,142.55,140.27,167.67,182.93,121.34,117.45,138.85,146.3
2021-07-24,123.23,142.3,140.7,167.78,181.96,120.8,117.55,138.85,146.91
2021-07-25,123.28,141.85,140.68,167.75,180.72,120.03,117.64,138.81,147.46
2021-07-26,123.15,141.28,140.67,167.62,179.26,119.13,117.63,138.62,147.87
2021-07-27,123.08,140.7,140.69,167.53,177.92,118.26,117.68,138.45,148.26
2021-07-28,123.06,140.48,140.77,167.7,177.22,117.82,117.71,138.44,148.59
2021-07-29,123.34,140.32,140.98,167.92,176.68,117.5,117.83,138.5,149.0
2021-07-30,123.53,140.19,140.79,167.84,176.03,117.26,117.83,138.43,149.26
2021-07-31,123.93,140.35,140.83,168.16,176.03,117.18,118.15,138.55,149.68
2021-08-01,123.83,140.34,140.56,168.27,175.78,117.15,118.14,138.54,149.76
2021-08-02,123.85,140.46,139.97,168.42,175.75,117.12,118.19,138.73,149.93
2021-08-03,123.98,140.78,139.41,168.55,175.8,117.13,118.24,138.95,150.18
2021-08-04,124.16,141.18,138.7,168.74,175.94,117.16,118.34,139.16,150.57
2021-08-05,124.28,141.47,138.27,169.03,176.1,117.18,118.32,139.46,150.9
2021-08-06,124.55,141.88,138.02,169.63,176.57,117.42,118.43,139.97,151.22
2021-08-07,124.64,141.66,137.36,169.47,176.33,117.33,118.11,140.11,150.79
2021-08-08,125.0,141.91,137.17,169.87,176.58,117.53,118.2,140.39,151.1
2021-08-09,125.42,142.18,137.24,170.3,176.9,117.82,118.32,140.6,151.41
2021-08-10,125.77,142.27,137.35,170.71,177.07,118.12,118.47,140.79,151.86
2021-08-11,126.08,142.33,137.44,171.17,177.15,118.34,118.58,141.12,152.28
2021-08-12,126.37,142.53,137.47,171.64,177.29,118.52,118.75,141.49,152.67
2021-08-13,126.54,142.7,137.61,172.12,177.44,118.66,118.89,141.73,153.1
2021-08-14,126.85,143.25,137.89,172.99,177.93,118.95,119.29,142.19,154.26
2021-08-15,127.05,143.46,137.98,173.52,178.16,119.05,119.47,142.52,154.88
2021-08-16,127.15,143.6,138.04,173.88,178.27,119.06,119.57,142.81,155.44
2021-08-17,127.31,143.82,137.92,174.33,178.42,119.02,119.73,143.11,155.99
2021-08-18,127.9,143.87,138.08,174.74,178.69,118.84,119.74,143.38,155.99
2021-08-19,128.51,144.11,138.46,175.22,179.04,118.98,119.99,143.51,156.47
2021-08-20,129.32,144.47,138.69,175.68,179.44,119.11,120.4,143.68,157.08
2021-08-21,130.15,145.16,138.87,176.57,179.71,119.28,122.11,143.91,158.37
2021-08-22,131.09,145.93,139.21,177.59,180.08,119.51,123.87,144.28,159.77
2021-08-23,132.13,146.69,139.53,178.61,180.38,119.75,125.71,144.56,161.25
2021-08-24,133.12,147.3,139.88,179.44,180.81,119.91,127.41,144.73,162.51
2021-08-25,133.69,148.03,140.26,180.12,181.22,120.21,129.3,144.93,164.53
2021-08-26,134.2,148.6,140.24,180.62,181.46,120.23,130.91,145.13,166.18
2021-08-27,134.44,148.98,140.32,181.03,181.45,120.21,132.36,145.45,167.53
2021-08-28,134.74,149.04,140.42,180.89,181.64,120.16,132.39,145.73,168.01
2021-08-29,134.96,149.16,140.46,180.67,181.84,120.05,132.53,146.05,168.41
2021-08-30,135.1,149.36,140.57,180.64,182.16,119.94,132.65,146.43,168.79
2021-08-31,135.21,149.57,140.89,180.59,182.34,119.87,132.67,146.87,168.97
2021-09-01,135.38,149.67,140.72,180.42,182.35,119.69,132.62,147.19,168.77
2021-09-02,135.67,149.77,140.56,180.49,182.47,119.56,132.65,147.65,168.69
2021-09-03,136.17,149.98,140.31,180.74,182.84,119.46,132.83,147.98,168.94
2021-09-04,136.35,149.86,140.1,180.9,182.89,119.27,132.99,148.26,168.99
2021-09-05,136.75,149.97,140.05,181.47,183.39,119.26,133.23,148.57,169.45
2021-09-06,137.27,150.12,139.96,182.06,183.95,119.25,133.52,148.99,169.94
2021-09-07,137.67,150.17,139.59,182.62,184.37,119.16,133.82,149.26,170.6
2021-09-08,138.16,150.33,139.47,183.49,184.97,119.16,134.16,149.74,171.33
2021-09-09,138.52,150.44,139.45,184.09,185.52,119.0,134.33,150.04,171.81
2021-09-10,138.7,150.66,139.25,184.61,185.96,118.68,134.39,150.52,172.05
2021-09-11,139.13,151.22,138.94,185.37,186.66,118.43,134.57,151.18,172.56
2021-09-12,139.07,151.43,138.43,185.6,186.8,118.01,134.31,151.77,172.5
2021-09-13,138.92,151.62,138.0,185.71,186.89,117.71,134.0,152.29,172.38
2021-09-14,138.98,151.95,137.96,186.03,187.13,117.49,133.93,152.71,172.36
2021-09-15,139.0,152.44,137.84,186.27,187.42,117.38,133.87,153.03,172.4
2021-09-16,138.92,152.92,137.65,186.41,187.42,117.32,133.73,153.25,172.36
2021-09-17,138.86,153.29,137.39,186.43,187.35,117.44,133.56,153.31,172.37
2021-09-18,138.84,153.69,137.41,186.52,187.25,117.6,133.48,153.33,172.36
2021-09-19,139.01,154.17,137.51,186.75,187.26,117.79,133.49,153.29,172.55
2021-09-20,139.17,154.73,137.53,187.0,187.18,117.9,133.56,153.17,172.78
2021-09-21,139.18,155.17,137.39,187.09,187.12,117.92,133.54,153.27,173.01
2021-09-22,139.23,155.5,137.56,187.27,187.02,117.97,133.52,153.46,173.31
2021-09-23,139.3,155.83,137.64,187.56,187.11,118.07,133.67,153.81,173.89
2021-09-24,139.46,156.23,137.96,187.9,187.19,118.15,133.9,154.01,174.39
2021-09-25,139.66,156.52,137.86,188.21,187.19,118.28,134.07,154.21,174.94
2021-09-26,139.77,156.95,137.9,188.52,187.17,118.41,134.27,154.37,175.46
2021-09-27,140.02,157.27,137.84,188.93,187.21,118.57,134.55,154.65,176.0
2021-09-28,140.32,157.79,137.99,189.62,187.3,118.9,134.85,154.95,176.55
2021-09-29,140.45,158.29,137.71,190.32,187.47,119.11,135.31,155.17,177.11
2021-09-30,140.56,158.62,137.65,190.87,187.59,119.29,135.67,155.41,177.3
2021-10-01,140.61,159.17,137.85,191.35,187.72,119.45,136.01,155.79,177.69
2021-10-02,140.74,159.85,137.95,191.93,188.15,119.54,136.35,156.24,178.03
2021-10-03,140.93,160.39,137.86,192.41,188.52,119.6,136.73,156.65,178.32
2021-10-04,140.93,160.86,137.69,192.75,188.83,119.64,136.97,156.98,178.49
2021-10-05,140.9,161.17,137.62,192.64,189.11,119.74,137.02,157.24,178.72
2021-10-06,141.03,161.36,137.99,192.76,189.42,119.9,136.9,157.38,178.84
2021-10-07,141.24,161.73,138.42,193.1,189.84,120.18,137.09,157.67,179.29
2021-10-08,141.17,161.8,138.66,193.66,190.42,120.53,137.24,157.94,179.48
2021-10-09,141.3,161.91,139.36,194.37,190.94,121.0,137.31,158.03,180.06
2021-10-10,141.4,161.91,139.66,194.96,191.41,121.38,137.48,158.08,180.61
2021-10-11,141.61,161.92,140.43,195.58,191.88,121.82,137.59,158.2,181.21
2021-10-12,141.85,161.81,140.8,196.42,192.44,121.94,137.88,158.39,181.77
2021-10-13,141.75,161.85,140.97,196.97,192.66,122.1,138.2,158.67,182.19
2021-10-14,141.72,161.92,141.09,197.64,192.88,122.26,138.62,159.06,182.75
2021-10-15,141.9,161.84,141.3,198.14,193.03,122.27,138.94,159.38,183.45
2021-10-16,141.64,161.58,141.13,198.01,192.98,122.17,139.29,159.75,183.74
2021-10-17,141.68,161.7,141.45,198.3,193.38,122.27,139.74,160.35,184.24
2021-10-18,141.74,161.88,141.72,198.64,193.79,122.3,140.18,160.81,184.76
2021-10-19,141.65,162.09,142.14,198.99,194.04,122.6,140.51,161.18,185.14
2021-10-20,141.85,162.25,142.63,199.32,194.56,122.78,140.87,161.58,185.63
2021-10-21,142.11,162.3,143.16,199.42,195.03,122.86,140.9,161.53,185.89
2021-10-22,142.7,162.5,143.68,199.56,195.52,123.06,141.14,161.63,186.25
2021-10-23,143.62,162.7,144.46,200.16,196.17,123.4,141.34,161.71,186.77
2021-10-24,144.22,162.37,145.19,200.48,196.29,123.61,141.35,161.63,186.98
2021-10-25,144.81,162.07,145.64,200.82,196.51,123.85,141.43,161.62,187.17
2021-10-26,145.58,161.89,145.88,201.19,196.82,124.09,141.58,161.63,187.48
2021-10-27,146.16,161.69,145.9,201.67,196.93,124.33,141.65,161.32,187.71
2021-10-28,146.78,161.53,145.78,202.26,197.28,124.61,141.73,161.09,187.99
2021-10-29,147.24,161.43,145.69,202.86,197.45,124.91,141.72,160.68,188.39
2021-10-30,147.64,161.51,145.82,203.41,197.7,125.29,141.92,160.32,188.86
2021-10-31,148.0,161.65,145.82,203.88,197.95,125.61,142.13,159.83,189.34
2021-11-01,148.37,161.83,146.01,204.42,198.32,126.0,142.4,159.44,189.89
2021-11-02,148.59,162.08,146.3,204.98,198.63,126.34,142.69,159.1,190.38
2021-11-03,149.04,162.36,146.57,205.46,199.13,126.62,142.98,159.06,190.94
2021-11-04,149.52,162.72,146.91,205.91,199.52,126.95,143.36,159.08,191.5
2021-11-05,149.99,163.13,147.32,206.44,200.18,127.26,143.77,159.28,191.92
2021-11-06,150.18,163.3,147.33,206.76,200.16,127.32,143.94,159.41,192.38
2021-11-07,150.7,163.78,147.59,207.51,200.72,127.62,144.32,159.9,193.11
2021-11-08,151.15,164.23,147.84,208.19,201.13,127.79,144.56,160.26,193.76
2021-11-09,151.84,164.71,147.9,208.76,201.53,127.92,144.78,160.63,194.45
2021-11-10,152.53,165.21,148.23,209.35,201.85,128.17,144.99,160.94,195.27
2021-11-11,153.06,165.85,148.6,210.35,202.17,128.52,145.45,161.38,196.57
2021-11-12,153.38,166.16,148.78,211.05,202.24,128.68,145.69,161.7,197.39
2021-11-13,153.76,166.84,148.69,212.24,202.93,129.15,146.3,161.99,198.42
2021-11-14,154.16,167.36,148.62,213.12,203.29,129.42,146.7,162.07,199.32
2021-11-15,154.47,167.65,148.57,213.9,203.64,129.73,147.0,162.06,200.03
2021-11-16,154.66,167.98,148.74,214.84,204.17,130.12,147.43,162.01,200.95
2021-11-17,154.79,168.25,148.78,215.86,204.64,130.52,147.93,162.12,201.78
2021-11-18,155.06,168.25,148.74,216.55,205.14,130.7,148.04,162.11,202.02
2021-11-19,155.59,168.52,149.54,217.58,205.82,131.13,148.39,162.15,202.86
2021-11-20,155.76,167.78,150.71,217.54,205.88,131.17,148.04,162.02,202.87
2021-11-21,156.32,167.77,152.01,218.23,206.51,131.46,148.1,162.18,203.35
2021-11-22,156.76,168.01,153.21,219.06,207.18,131.83,148.34,162.5,204.01
2021-11-23,157.12,168.11,153.71,219.59,207.77,132.13,148.42,162.87,204.37
2021-11-24,157.7,168.3,154.22,220.07,208.44,132.38,148.59,163.19,204.85
2021-11-25,158.04,168.37,154.68,220.35,209.07,132.58,148.52,163.46,205.07
2021-11-26,158.15,168.59,154.36,220.45,209.57,132.71,148.76,163.72,205.45
2021-11-27,158.71,169.6,154.05,221.22,210.45,133.04,149.44,164.27,206.27
2021-11-28,158.61,169.78,153.52,221.07,210.71,133.06,149.57,164.39,206.41
2021-11-29,158.82,169.77,153.03,220.76,210.87,133.06,149.62,164.53,206.5
2021-11-30,159.01,169.9,153.21,220.67,211.0,133.12,149.85,164.71,206.79
2021-12-01,158.8,169.76,153.45,220.37,210.81,132.98,149.93,164.84,206.76
2021-12-02,158.75,169.77,153.81,220.21,210.64,133.06,150.62,165.13,207.21
2021-12-03,158.97,169.57,154.13,219.98,210.49,133.16,151.04,164.95,207.44
2021-12-04,159.34,169.6,155.56,220.07,210.69,133.39,151.53,165.16,207.77
2021-12-05,159.84,169.71,156.97,220.34,211.06,133.65,152.08,165.45,208.32
2021-12-06,160.34,169.94,158.68,220.61,211.53,133.87,152.76,165.84,209.02
2021-12-07,160.96,169.96,159.96,220.79,211.96,134.13,153.07,166.18,209.33
2021-12-08,161.7,170.24,161.32,221.17,212.59,134.59,153.51,166.42,209.88
2021-12-09,162.61,170.75,162.37,221.64,213.26,134.91,153.59,166.46,210.42
2021-12-10,163.26,171.26,164.04,222.26,214.05,135.25,153.61,166.87,210.82
2021-12-11,163.36,171.22,164.56,222.32,214.06,135.33,153.52,166.8,210.83
2021-12-12,164.0,171.71,165.34,222.73,214.44,135.68,153.95,167.0,211.3
2021-12-13,164.75,172.16,165.82,223.21,214.99,136.1,154.55,167.04,211.82
2021-12-14,165.3,172.58,166.6,223.66,215.66,136.39,155.3,167.22,212.56
2021-12-15,165.78,173.16,167.24,223.98,215.95,136.65,155.96,167.78,213.45
2021-12-16,166.16,173.64,167.23,224.06,215.98,136.88,156.62,168.47,214.2
2021-12-17,166.71,174.39,166.78,224.19,216.32,137.22,157.63,169.58,215.21
2021-12-18,167.53,175.39,165.74,224.4,216.92,137.64,158.68,170.78,216.52
2021-12-19,167.75,175.92,164.61,224.27,217.05,137.74,159.39,171.97,217.41
2021-12-20,167.83,176.33,163.3,223.98,216.91,137.83,159.97,173.17,218.14
2021-12-21,167.6,176.19,162.2,223.15,216.72,137.79,159.38,174.26,218.04
2021-12-22,167.51,175.72,160.78,222.3,216.76,137.68,158.74,174.28,217.79
2021-12-23,167.35,175.1,160.22,221.56,216.9,137.61,158.11,174.36,217.54
2021-12-24,167.03,174.14,159.3,220.66,216.6,137.39,157.16,174.31,216.98
2021-12-25,166.92,173.16,158.96,220.04,216.42,137.21,156.33,174.37,216.5
2021-12-26,166.82,172.14,158.47,219.26,216.5,137.03,155.28,174.19,215.92
2021-12-27,166.76,171.09,158.29,218.7,216.85,136.82,154.0,174.32,215.31
2021-12-28,167.2,171.56,157.86,218.91,217.23,136.95,154.3,174.25,216.09
2021-12-29,166.87,171.76,157.41,219.2,217.47,136.96,154.6,174.83,216.37
2021-12-30,166.46,172.24,156.73,219.77,217.66,136.96,154.97,175.29,216.52
2021-12-31,166.03,172.95,155.75,220.53,217.42,136.89,155.4,175.9,216.61
2022-01-01,165.65,174.15,154.58,221.71,217.07,136.83,155.8,176.24,216.71
2022-01-02,164.84,175.23,152.87,222.69,215.51,136.57,156.0,176.29,216.27
2022-01-03,163.82,176.57,150.93,223.86,213.51,136.3,156.39,176.07,215.82
2022-01-04,162.85,177.47,148.9,225.37,211.44,136.02,156.64,176.2,214.92
2022-01-05,162.53,178.85,147.11,227.08,209.84,135.89,156.94,176.48,214.52
2022-01-06,162.15,179.78,145.66,228.08,208.0,135.75,157.18,176.82,214.13
2022-01-07,161.85,180.72,144.95,229.09,206.84,135.67,157.22,176.75,213.91
2022-01-08,161.12,180.79,144.43,229.01,205.29,135.27,156.88,176.73,213.23
2022-01-09,161.14,181.25,144.47,229.65,205.05,135.31,157.02,177.14,213.79
2022-01-10,161.23,181.58,144.54,229.87,204.84,135.26,156.98,177.56,214.44
2022-01-11,161.28,181.32,144.86,229.48,204.67,134.94,156.71,177.45,214.95
2022-01-12,161.5,180.98,145.18,228.91,204.26,134.64,156.39,177.47,215.57
2022-01-13,161.89,180.83,145.1,228.86,204.02,134.36,155.86,177.47,216.52
2022-01-14,162.15,180.13,144.28,228.27,203.32,133.79,155.24,176.6,217.16
2022-01-15,162.84,180.19,143.74,228.67,203.46,133.78,155.18,176.67,218.82
2022-01-16,163.11,179.86,143.22,228.63,203.32,133.57,154.91,176.62,219.73
2022-01-17,163.43,179.44,142.59,228.66,203.16,133.39,154.56,177.0,220.54
2022-01-18,163.68,179.22,142.01,228.87,202.87,133.32,154.37,177.37,221.57
2022-01-19,163.7,178.93,141.42,228.9,202.53,133.24,154.25,177.83,222.3
2022-01-20,163.51,178.81,140.83,228.84,202.25,133.1,154.2,178.16,222.78
2022-01-21,163.34,179.18,140.7,229.29,202.18,133.31,154.32,179.19,223.34
2022-01-22,162.61,179.17,140.16,229.19,201.58,133.15,154.03,179.08,222.83
2022-01-23,162.0,179.12,139.56,229.09,200.91,133.1,153.68,179.01,222.4
2022-01-24,161.22,179.16,139.12,229.01,200.36,133.11,153.62,178.45,221.96
2022-01-25,160.59,179.2,138.59,229.05,200.05,133.09,153.48,178.28,221.54
2022-01-26,160.27,179.36,138.35,229.25,199.97,133.08,153.43,177.93,221.31
2022-01-27,159.97,179.29,138.27,229.38,199.88,133.13,153.52,177.39,221.03
2022-01-28,159.69,179.08,138.06,229.42,199.81,133.16,153.69,176.77,220.89
2022-01-29,160.07,179.21,138.02,230.07,200.41,133.5,154.28,176.28,221.51
2022-01-30,160.55,179.66,138.32,230.91,201.13,133.84,155.05,175.96,222.1
2022-01-31,161.2,179.84,138.34,231.76,201.91,134.09,155.6,175.61,222.42
2022-02-01,161.61,180.29,138.43,232.36,202.5,134.27,156.07,175.2,222.84
2022-02-02,161.92,180.78,138.17,232.85,203.0,134.55,156.39,174.75,223.23
2022-02-03,162.44,181.35,138.06,233.38,203.78,134.91,156.77,174.61,223.66
2022-02-04,163.03,181.91,138.11,233.92,204.71,135.24,157.06,174.74,224.0
2022-02-05,163.31,182.28,138.09,234.12,205.33,135.4,157.35,174.94,224.13
2022-02-06,163.41,182.49,137.64,234.09,205.85,135.45,157.45,174.92,224.11
2022-02-07,163.53,182.96,137.36,233.87,206.33,135.57,157.74,174.94,224.47
2022-02-08,163.68,182.77,136.99,233.71,206.88,135.79,157.75,175.02,223.9
2022-02-09,163.85,182.91,136.82,233.78,207.57,135.9,158.11,175.05,224.0
2022-02-10,164.12,183.09,136.76,233.92,208.23,135.85,158.4,174.98,223.98
2022-02-11,164.51,183.35,136.67,233.94,208.77,135.82,158.68,174.9,224.06
2022-02-12,164.82,183.46,136.9,233.76,209.02,135.72,158.64,174.82,223.98
2022-02-13,165.1,183.38,137.28,233.45,209.18,135.65,158.47,174.7,223.9
2022-02-14,165.22,183.26,137.7,233.25,209.28,135.57,158.2,174.55,223.79
2022-02-15,165.44,183.14,138.27,232.95,209.46,135.4,157.96,174.27,223.69
2022-02-16,165.68,182.98,138.76,233.05,209.58,135.16,157.63,173.99,223.57
2022-02-17,165.68,182.86,138.78,232.79,209.54,134.94,157.46,173.65,223.59
2022-02-18,165.77,182.84,139.07,232.55,209.52,134.78,157.34,173.47,223.81
2022-02-19,165.31,182.37,138.88,231.95,209.17,134.43,156.84,173.27,223.65
2022-02-20,165.6,182.46,138.7,232.14,209.32,134.31,156.88,173.18,224.05
2022-02-21,166.03,182.63,138.32,232.51,209.47,134.23,157.08,173.14,224.57
2022-02-22,166.47,182.88,137.8,232.67,209.4,134.18,157.12,172.61,225.58
2022-02-23,166.75,182.99,136.97,232.54,209.22,134.17,157.32,172.55,226.3
2022-02-24,167.12,183.0,136.58,232.76,209.13,134.39,157.41,172.65,227.04
2022-02-25,167.29,182.95,135.93,233.05,208.91,134.47,157.29,172.47,227.52
2022-02-26,168.34,183.52,135.43,234.06,209.44,134.76,157.62,172.55,228.54
2022-02-27,168.68,183.63,134.78,234.23,209.18,134.75,157.52,172.6,229.06
2022-02-28,169.08,183.78,134.35,234.32,208.97,134.74,157.45,172.59,229.7
2022-03-01,169.2,183.49,133.91,234.33,208.82,134.74,157.35,173.16,229.64
2022-03-02,169.43,183.44,133.55,234.12,208.72,134.73,157.36,172.92,229.69
2022-03-03,169.55,183.36,133.22,233.81,208.63,134.58,157.25,172.7,229.49
2022-03-04,169.81,183.21,132.91,233.39,208.6,134.5,157.44,172.38,229.39
2022-03-05,169.63,182.77,132.7,232.63,208.14,134.36,157.49,172.0,228.89
2022-03-06,169.7,182.57,132.34,232.15,208.24,134.39,157.66,171.59,228.63
2022-03-07,169.73,182.26,131.98,231.83,208.31,134.39,157.7,171.11,228.02
2022-03-08,170.01,182.46,131.94,231.8,208.55,134.11,158.12,170.63,228.3
2022-03-09,170.3,182.3,132.24,231.59,208.78,134.02,158.16,170.4,228.25
2022-03-10,170.43,182.08,132.5,231.41,208.84,133.8,158.24,169.67,228.26
2022-03-11,170.51,181.78,132.81,231.3,208.91,133.51,158.17,169.26,228.25
2022-03-12,170.79,181.68,133.07,231.09,209.13,133.31,158.35,168.78,228.42
2022-03-13,170.69,181.3,133.52,230.69,209.01,132.99,158.35,168.36,228.32
2022-03-14,170.54,180.98,133.93,230.11,208.93,132.66,158.24,167.99,228.25
2022-03-15,170.51,180.67,134.2,229.43,208.72,132.58,157.92,167.66,227.17
2022-03-16,170.43,180.4,134.24,229.03,208.56,132.43,157.96,167.49,226.04
2022-03-17,170.76,180.23,134.37,228.63,208.56,132.38,157.95,167.88,224.93
2022-03-18,170.73,180.12,134.37,228.27,208.44,132.43,158.08,168.12,223.64
2022-03-19,170.76,180.1,134.42,227.61,208.35,132.47,158.03,168.23,222.35
2022-03-20,171.02,180.01,134.34,227.13,208.14,132.54,158.1,168.31,221.12
2022-03-21,171.19,179.69,134.31,226.48,207.98,132.65,158.0,168.39,219.42
2022-03-22,171.29,179.55,134.18,225.99,207.85,132.78,158.28,168.49,218.71
2022-03-23,171.33,179.27,133.94,225.35,207.34,132.84,158.39,168.35,218.4
2022-03-24,171.31,179.22,133.66,225.01,207.1,133.09,158.68,168.14,218.29
2022-03-25,171.78,179.22,133.42,224.63,207.08,133.28,158.85,167.98,218.5
2022-03-26,172.15,179.18,133.12,224.86,207.01,133.4,159.16,167.86,218.89
2022-03-27,172.6,179.33,133.02,224.76,207.03,133.49,159.44,167.84,219.3
2022-03-28,173.0,179.35,132.9,224.72,206.88,133.48,159.51,167.84,219.81
2022-03-29,173.44,179.41,132.77,224.45,206.71,133.46,159.48,167.75,220.03
2022-03-30,174.1,179.77,133.17,224.92,206.9,133.62,159.8,167.78,220.5
2022-03-31,174.41,179.77,133.47,224.94,206.7,133.52,159.94,167.85,220.74
2022-04-01,174.58,179.62,133.8,224.74,206.29,133.31,160.18,167.93,220.82
2022-04-02,174.78,179.37,134.17,224.69,206.11,133.18,160.37,167.91,220.6
2022-04-03,174.62,179.18,134.46,225.0,205.88,133.02,160.59,167.75,220.43
2022-04-04,174.71,179.1,134.78,225.3,205.69,132.88,160.92,167.55,220.16
2022-04-05,174.51,179.09,134.83,225.81,205.43,132.74,161.67,167.27,220.66
2022-04-06,174.33,178.61,134.61,225.83,205.12,132.42,161.91,166.91,220.41
2022-04-07,174.3,178.1,134.35,225.65,204.79,132.09,162.18,166.58,220.15
2022-04-08,174.22,177.62,134.29,225.94,204.6,131.81,162.46,166.16,219.99
2022-04-09,173.64,176.8,133.72,225.22,203.68,131.17,162.39,165.7,219.67
2022-04-10,173.12,175.65,132.92,224.0,202.61,130.42,162.25,165.15,219.03
2022-04-11,172.27,174.61,132.2,222.78,201.59,129.68,162.19,164.6,218.46
2022-04-12,171.92,173.56,131.73,221.79,200.42,129.03,162.02,164.44,217.96
2022-04-13,171.31,172.74,131.35,220.53,199.18,128.54,161.88,164.17,217.58
2022-04-14,170.98,172.11,131.04,219.73,198.04,128.11,161.66,163.73,217.45
2022-04-15,170.72,171.39,130.59,218.65,196.88,127.77,161.4,163.39,217.15
2022-04-16,170.85,171.24,130.74,218.45,196.33,127.81,161.53,163.21,217.21
2022-04-17,171.36,171.21,131.05,218.48,195.86,128.02,161.7,163.13,217.69
2022-04-18,172.15,171.23,131.28,218.54,195.36,128.31,161.93,163.08,218.45
2022-04-19,172.78,171.24,131.52,218.43,195.16,128.53,162.06,162.9,218.85
2022-04-20,173.26,171.19,131.58,218.47,195.14,128.56,162.07,162.99,219.25
2022-04-21,173.94,170.91,131.98,218.45,195.11,128.68,162.33,163.35,219.54
2022-04-22,174.28,170.89,132.59,218.87,195.38,129.12,162.74,163.71,219.95
2022-04-23,174.77,170.74,133.21,219.15,195.79,129.49,163.14,163.89,220.32
2022-04-24,174.81,170.36,133.54,219.11,196.05,129.44,163.18,164.0,220.31
2022-04-25,174.74,170.04,133.86,219.18,196.35,129.32,163.44,164.01,220.48
2022-04-26,174.59,169.63,134.23,219.19,196.58,129.16,163.5,164.01,220.41
2022-04-27,174.06,167.64,134.51,217.65,196.5,128.52,163.11,163.54,218.24
2022-04-28,173.71,167.35,134.53,217.33,196.63,128.28,163.11,163.33,218.07
2022-04-29,173.43,167.01,134.39,216.51,196.44,127.74,162.91,163.1,217.79
2022-04-30,173.2,166.53,134.17,215.58,196.05,127.16,162.65,162.96,217.66
2022-05-01,173.16,166.38,134.76,215.16,195.99,127.16,162.88,162.98,217.76
