DATE,IHLIDXUSTPELECENGI,IHLIDXUSTPMARK,IHLIDXUSTPRETA,IHLIDXUSTPHUMARESO,IHLIDXUSTPPRMA,IHLIDXUSTPSALE,IHLIDXUSTPITOPHE,IHLIDXUSTPNURS,IHLIDXUSTPSOFTDEVE
2022-05-02,173.23,166.13,134.82,214.61,195.97,127.15,162.52,162.99,217.65
2022-05-03,173.2,166.13,134.87,214.2,195.92,127.16,162.69,163.03,217.83
2022-05-04,173.76,167.69,135.11,215.24,196.22,127.74,163.3,163.52,220.16
2022-05-05,173.87,167.76,135.24,214.93,196.48,127.92,163.35,163.52,220.47
2022-05-06,174.24,167.83,135.31,214.78,196.74,128.15,163.32,163.58,221.05
2022-05-07,174.27,167.91,135.35,214.58,196.74,128.29,163.03,163.57,221.36
2022-05-08,174.14,168.07,134.81,214.5,196.87,128.33,162.7,163.56,221.73
2022-05-09,174.18,168.42,135.06,214.58,197.03,128.53,163.07,163.61,222.45
2022-05-10,174.44,168.58,135.28,214.59,197.27,128.72,162.92,163.67,222.95
2022-05-11,174.63,168.47,135.41,214.41,197.29,128.83,162.59,163.43,223.08
2022-05-12,174.88,168.43,135.74,214.52,197.2,129.08,162.26,163.27,223.17
2022-05-13,174.93,168.2,136.02,214.32,197.05,129.2,161.95,162.98,222.96
2022-05-14,175.14,168.23,136.19,214.44,197.39,129.45,161.93,163.1,222.83
2022-05-15,175.86,168.1,136.63,214.33,197.45,129.61,161.85,163.22,222.69
2022-05-16,176.35,167.92,136.87,214.22,197.46,129.72,161.71,163.45,222.48
2022-05-17,176.69,167.52,137.07,213.72,197.38,129.79,161.1,163.54,221.74
2022-05-18,176.95,167.49,137.51,213.69,197.34,130.03,160.97,163.91,221.41
2022-05-19,177.19,167.27,137.66,213.25,197.21,129.98,160.73,164.31,221.0
2022-05-20,177.63,167.13,137.82,213.12,197.16,129.97,160.57,164.79,220.67
2022-05-21,177.63,166.43,138.08,212.53,196.39,129.75,159.92,164.89,220.03
2022-05-22,177.84,166.14,138.28,212.52,196.31,129.8,159.41,165.09,219.74
2022-05-23,178.03,165.84,138.3,212.45,196.24,129.77,158.82,165.14,219.33
2022-05-24,178.2,165.67,138.45,212.6,196.19,129.84,158.65,165.27,219.4
2022-05-25,178.36,165.19,138.42,212.55,196.09,129.72,158.42,165.29,219.23
2022-05-26,178.41,164.71,138.38,212.57,196.02,129.59,158.45,165.02,219.09
2022-05-27,178.42,164.3,138.36,212.33,195.99,129.57,158.47,165.0,218.94
2022-05-28,179.0,164.24,138.53,212.43,196.58,129.75,158.98,165.05,219.13
2022-05-29,179.14,163.83,138.59,211.9,196.59,129.71,159.36,165.0,218.95
2022-05-30,179.34,163.46,138.84,211.47,196.7,129.7,159.79,165.06,218.92
2022-05-31,179.53,162.86,138.86,210.69,196.65,129.61,158.68,165.07,218.69
2022-06-01,179.63,162.5,138.86,209.85,197.17,129.59,158.71,165.12,218.49
2022-06-02,179.65,162.28,138.98,209.04,197.06,129.65,158.58,165.3,218.1
2022-06-03,179.56,162.04,139.2,208.25,196.87,129.74,158.41,164.9,217.67
2022-06-04,179.51,161.86,139.22,207.48,196.69,129.89,158.37,164.89,217.3
2022-06-05,179.35,161.73,139.12,206.64,196.38,129.92,158.43,164.88,216.81
2022-06-06,179.07,161.68,139.04,205.71,195.91,130.01,158.36,164.83,216.19
2022-06-07,178.87,161.88,138.93,205.12,195.64,130.13,160.02,164.81,215.76
2022-06-08,178.88,162.1,138.8,204.57,194.86,130.08,160.21,164.82,215.25
2022-06-09,178.99,162.24,138.57,203.98,194.65,129.98,160.42,164.58,214.97
2022-06-10,178.94,162.26,138.03,203.38,194.35,129.83,160.51,164.46,214.5
2022-06-11,179.07,162.41,137.68,203.11,194.25,129.81,160.57,164.11,214.23
2022-06-12,178.93,162.2,137.47,202.7,193.93,129.8,160.37,163.68,213.74
2022-06-13,178.94,161.89,137.29,202.48,193.74,129.86,160.35,163.33,213.37
2022-06-14,178.78,161.62,137.47,202.53,193.51,130.05,160.23,162.84,213.12
2022-06-15,178.45,160.95,137.51,202.39,193.06,130.42,160.09,162.35,212.79
2022-06-16,178.09,160.16,137.59,202.21,192.79,130.84,159.9,162.25,212.35
2022-06-17,177.99,159.49,137.88,202.18,192.59,131.19,159.82,162.44,212.17
2022-06-18,177.81,158.64,138.18,201.8,192.17,131.34,159.5,162.53,211.75
2022-06-19,178.03,158.22,138.44,201.76,192.11,131.54,159.32,162.68,211.83
2022-06-20,178.17,157.82,138.69,201.48,192.0,131.59,159.03,162.78,211.86
2022-06-21,178.32,157.21,138.66,200.96,191.76,131.47,158.58,162.98,211.78
2022-06-22,178.62,156.86,139.09,200.49,191.82,131.31,158.31,163.17,211.83
2022-06-23,178.83,156.63,139.45,200.18,191.72,131.06,158.08,163.3,211.97
2022-06-24,178.99,156.47,139.81,199.86,191.57,130.72,157.55,163.16,211.85
2022-06-25,178.76,156.15,139.97,199.28,191.02,130.24,156.95,162.85,211.28
2022-06-26,178.58,155.88,140.22,198.91,190.7,129.93,155.7,162.73,210.67
2022-06-27,178.49,155.31,140.22,198.28,190.4,129.67,154.27,162.6,209.74
2022-06-28,178.48,154.94,140.47,197.82,190.35,129.52,153.01,162.52,208.66
2022-06-29,178.37,154.94,140.5,197.84,190.31,129.43,152.1,162.43,207.52
2022-06-30,178.49,154.89,140.5,197.76,190.21,129.48,151.18,162.35,206.34
2022-07-01,178.71,154.82,140.45,197.4,190.02,129.53,150.5,162.23,205.35
2022-07-02,179.19,155.16,140.31,197.58,190.37,129.8,150.03,162.41,204.77
2022-07-03,179.52,155.33,140.16,197.47,190.51,129.9,150.18,162.34,203.97
2022-07-04,179.63,155.35,140.18,197.37,190.62,129.93,150.31,162.31,203.12
2022-07-05,179.91,155.78,140.02,197.62,190.59,129.95,150.66,162.17,202.84
2022-07-06,180.15,155.62,139.72,197.13,190.48,129.83,150.39,162.15,202.23
2022-07-07,180.26,155.4,139.46,196.71,190.56,129.78,150.13,162.1,201.69
2022-07-08,180.38,155.16,139.18,196.64,190.74,129.81,149.93,162.43,201.15
2022-07-09,180.23,154.53,139.09,196.15,190.51,129.69,149.58,162.7,200.48
2022-07-10,180.2,153.96,139.01,195.79,190.47,129.7,149.4,163.07,199.91
2022-07-11,180.3,153.79,138.94,195.8,190.48,129.68,149.44,163.43,199.69
2022-07-12,180.63,153.14,138.8,195.2,190.62,129.62,149.28,163.77,199.1
2022-07-13,180.88,152.57,138.62,194.78,190.79,129.65,149.27,163.88,198.75
2022-07-14,181.15,151.96,138.42,194.39,190.86,129.44,149.29,163.99,198.35
2022-07-15,181.33,151.4,138.22,193.88,191.03,129.28,149.29,163.94,197.95
2022-07-16,181.43,150.87,138.01,193.49,191.34,129.2,149.42,163.85,197.64
2022-07-17,181.52,150.29,137.82,192.91,191.41,129.05,149.45,163.8,197.36
2022-07-18,181.54,149.21,137.72,192.01,191.42,128.9,149.25,163.79,196.76
2022-07-19,181.29,148.19,137.75,191.32,191.37,128.81,149.12,163.97,196.03
2022-07-20,181.23,147.82,137.74,190.71,191.09,128.54,149.1,164.13,195.68
2022-07-21,181.11,147.43,137.9,190.02,190.77,128.35,148.7,164.23,195.01
2022-07-22,181.22,147.1,138.27,189.29,190.49,128.23,148.52,164.6,194.53
2022-07-23,181.23,146.64,138.64,188.15,189.78,127.88,148.09,164.93,193.72
2022-07-24,181.5,146.43,139.08,187.42,189.34,127.67,147.78,165.38,193.18
2022-07-25,181.83,146.54,139.42,186.97,188.83,127.55,147.64,165.8,192.8
2022-07-26,181.98,146.73,139.75,186.47,188.19,127.38,147.36,166.11,192.49
2022-07-27,181.9,146.37,140.26,186.05,187.9,127.4,147.0,166.54,191.79
2022-07-28,181.87,145.95,140.59,185.66,187.65,127.49,146.97,167.0,191.43
2022-07-29,181.45,145.47,140.64,185.08,187.22,127.43,146.64,167.24,190.98
2022-07-30,181.57,145.37,140.78,185.22,187.48,127.74,146.61,167.48,191.07
2022-07-31,181.18,145.0,140.54,184.9,187.35,127.89,146.42,167.51,190.77
2022-08-01,180.83,144.75,140.24,184.56,187.35,127.98,146.21,167.52,190.51
2022-08-02,180.51,144.2,139.75,184.07,187.25,128.01,145.83,167.47,190.03
2022-08-03,180.46,143.98,139.28,183.62,187.08,128.15,145.61,167.44,189.77
2022-08-04,180.32,143.82,138.84,183.16,186.93,128.3,145.29,167.43,189.47
2022-08-05,180.26,143.61,138.61,183.05,187.01,128.52,145.26,167.51,189.15
2022-08-06,179.91,143.17,138.38,182.55,186.97,128.5,145.22,167.59,188.56
2022-08-07,179.73,142.68,138.25,182.08,187.01,128.53,145.14,167.58,187.98
2022-08-08,179.44,142.32,138.23,181.68,187.01,128.56,145.07,167.49,187.55
2022-08-09,179.2,142.18,138.18,181.36,187.24,128.7,145.23,167.47,187.3
2022-08-10,179.13,141.67,138.09,180.88,187.43,128.66,144.96,167.33,186.84
2022-08-11,179.06,141.35,137.97,180.31,187.57,128.55,144.7,167.24,186.32
2022-08-12,178.98,140.96,137.82,179.53,187.7,128.39,144.27,167.14,185.59
2022-08-13,178.54,140.51,137.6,178.66,187.4,128.18,143.68,166.9,184.69
2022-08-14,178.46,140.42,137.53,178.2,187.63,128.06,143.46,166.85,184.09
2022-08-15,178.44,140.3,137.37,177.72,187.89,127.88,143.31,166.81,183.47
2022-08-16,178.37,140.07,137.27,177.23,188.08,127.68,142.98,166.67,182.85
2022-08-17,178.0,139.91,137.29,176.87,188.18,127.54,142.96,166.46,182.25
2022-08-18,177.59,139.74,137.35,176.61,188.35,127.37,143.05,166.18,181.56
2022-08-19,177.46,139.69,137.38,176.57,188.48,127.21,143.36,165.88,181.1
2022-08-20,177.8,139.89,137.32,176.7,189.01,127.21,143.83,165.7,180.89
2022-08-21,177.75,139.82,137.21,176.48,188.93,127.09,143.99,165.5,180.54
2022-08-22,177.67,139.8,137.15,176.36,189.01,127.04,144.21,165.35,180.18
2022-08-23,177.72,139.54,137.27,175.96,189.03,126.91,144.21,165.28,179.53
2022-08-24,177.76,139.51,137.29,175.71,189.16,126.83,144.83,165.4,179.46
2022-08-25,177.97,139.47,137.37,175.53,189.21,126.78,145.44,165.48,179.67
2022-08-26,177.85,139.31,137.41,175.27,189.28,126.73,145.71,165.63,179.69
2022-08-27,177.84,139.04,137.56,175.12,189.4,126.64,145.88,165.76,179.8
2022-08-28,177.74,138.73,137.59,174.82,189.41,126.54,145.97,165.77,179.71
2022-08-29,177.53,138.31,137.55,174.41,189.35,126.34,145.9,165.76,179.41
2022-08-30,177.24,138.14,137.55,174.18,189.53,126.28,145.9,165.83,179.33
2022-08-31,177.08,138.08,137.62,173.97,189.62,125.76,145.38,165.94,178.93
2022-09-01,176.57,137.96,137.52,173.55,189.67,125.21,144.85,166.0,178.31
2022-09-02,176.19,137.84,137.33,173.33,189.67,124.65,144.51,165.96,177.84
2022-09-03,175.87,137.79,137.15,173.13,189.66,124.18,144.37,165.99,177.46
2022-09-04,175.78,137.85,137.09,173.05,190.11,123.8,144.21,166.12,177.17
2022-09-05,175.82,137.83,137.08,172.87,190.52,123.42,144.0,166.32,176.95
2022-09-06,175.84,137.88,136.89,172.84,190.58,122.92,143.98,166.41,176.78
2022-09-07,175.73,137.66,136.54,172.51,190.66,122.8,143.84,166.35,176.43
2022-09-08,175.84,137.55,136.29,172.38,190.87,122.78,143.58,166.4,176.12
2022-09-09,176.15,137.54,136.16,171.95,191.08,122.68,143.27,166.5,175.8
2022-09-10,176.31,137.53,136.02,171.48,191.33,122.54,142.88,166.6,175.28
2022-09-11,176.11,137.31,135.72,170.88,191.17,122.13,142.42,166.59,174.59
2022-09-12,175.9,137.25,135.43,170.33,190.99,121.77,142.04,166.57,173.91
2022-09-13,175.9,137.21,135.36,169.88,190.98,121.57,141.7,166.61,173.29
2022-09-14,176.06,137.13,135.26,169.46,190.91,121.29,141.29,166.73,172.79
2022-09-15,176.32,137.01,135.12,168.88,190.81,120.94,141.07,166.82,172.3
2022-09-16,176.45,136.94,135.09,168.45,190.76,120.7,140.88,166.92,171.78
2022-09-17,176.08,136.9,134.99,167.99,190.67,120.34,140.47,166.94,171.06
2022-09-18,176.19,136.91,135.04,167.67,190.76,120.22,140.26,166.98,170.54
2022-09-19,176.28,136.72,135.02,167.21,190.71,120.02,139.88,166.98,169.97
2022-09-20,176.05,136.5,134.86,166.61,190.5,119.63,139.53,166.91,169.22
2022-09-21,175.86,136.53,134.5,166.24,190.52,119.44,139.47,166.88,168.71
2022-09-22,175.51,136.32,134.47,166.03,190.46,119.36,139.16,166.97,168.3
2022-09-23,175.21,136.03,134.5,165.75,190.44,119.34,138.87,166.96,167.84
2022-09-24,175.31,135.68,134.7,165.51,190.44,119.49,138.67,167.19,167.55
2022-09-25,175.13,135.32,134.81,165.32,190.48,119.59,138.42,167.5,167.23
2022-09-26,174.99,135.16,135.12,165.38,190.64,119.78,138.44,167.66,167.1
2022-09-27,175.22,135.11,135.43,165.44,190.95,120.08,138.51,167.83,167.21
2022-09-28,175.25,134.69,136.01,165.35,191.05,120.31,138.41,167.86,166.96
2022-09-29,175.27,134.47,136.39,165.15,190.93,120.49,138.44,167.56,166.62
2022-09-30,175.15,134.19,136.38,164.9,190.71,120.41,138.43,167.28,166.26
2022-10-01,175.15,133.99,136.13,164.77,190.74,120.31,138.44,167.01,166.03
2022-10-02,175.19,133.86,136.15,164.59,190.72,120.15,138.34,166.63,165.69
2022-10-03,175.18,133.69,136.04,164.3,190.72,120.08,138.23,166.37,165.3
2022-10-04,174.84,133.28,135.82,164.08,190.65,119.98,137.98,165.98,164.5
2022-10-05,174.67,133.06,135.8,163.86,190.65,119.94,137.71,165.89,163.91
2022-10-06,174.48,132.67,135.65,163.59,190.86,119.88,137.34,165.98,163.2
2022-10-07,174.11,132.28,135.7,163.41,190.97,119.9,136.7,166.17,162.37
2022-10-08,173.85,131.88,136.04,163.18,191.02,120.01,136.15,166.25,161.53
2022-10-09,173.4,131.36,136.16,162.86,190.87,120.19,135.59,166.22,160.65
2022-10-10,173.02,130.88,136.28,162.68,190.68,120.28,135.08,166.3,159.9
2022-10-11,172.79,130.5,136.45,162.51,190.52,120.44,134.54,166.53,159.42
2022-10-12,172.45,129.89,136.43,162.29,190.33,120.34,134.05,166.53,158.82
2022-10-13,172.27,129.44,136.73,162.22,190.3,120.35,133.7,166.84,158.34
2022-10-14,172.39,129.09,136.9,162.15,190.36,120.12,133.73,167.0,158.01
2022-10-15,172.14,128.6,136.97,161.89,189.93,119.68,133.66,166.93,157.51
2022-10-16,172.25,128.39,137.18,161.85,190.02,119.3,133.82,167.12,157.34
2022-10-17,172.31,128.15,137.52,161.64,190.05,118.92,133.79,167.28,157.0
2022-10-18,172.41,127.97,137.91,161.55,190.08,118.47,133.92,167.36,156.69
2022-10-19,172.38,127.87,138.17,161.33,189.98,118.05,133.84,167.2,156.27
2022-10-20,172.26,127.79,138.25,161.11,189.58,117.55,133.7,166.93,155.8
2022-10-21,172.01,127.67,138.4,160.84,189.24,117.38,133.41,166.73,155.4
2022-10-22,171.44,127.22,138.32,160.06,188.54,116.85,132.83,166.33,154.64
2022-10-23,171.36,126.9,138.18,159.81,188.16,116.5,132.42,166.15,154.08
2022-10-24,171.38,126.61,138.07,159.7,187.79,116.24,132.07,165.96,153.63
2022-10-25,171.27,126.29,137.96,159.54,187.43,116.02,131.64,165.69,153.16
2022-10-26,171.36,126.06,137.92,159.5,187.17,115.95,131.25,165.61,152.81
2022-10-27,171.42,125.74,137.96,159.46,187.16,115.99,130.94,165.32,152.64
2022-10-28,171.38,125.34,137.98,159.51,187.06,115.94,130.57,164.89,152.3
2022-10-29,172.03,125.29,138.54,160.2,187.68,116.36,130.87,164.84,152.55
2022-10-30,172.04,124.94,139.07,160.31,187.79,116.58,130.92,164.34,152.41
2022-10-31,172.17,124.59,139.48,160.48,188.02,116.75,131.06,163.81,152.34
2022-11-01,172.22,124.11,139.68,160.47,188.19,116.89,131.16,163.41,152.09
2022-11-02,172.29,123.5,139.83,160.37,188.41,116.95,131.37,163.04,151.62
2022-11-03,172.44,122.94,139.98,160.32,188.51,116.87,131.57,162.81,150.97
2022-11-04,172.9,122.52,140.48,160.26,188.82,116.98,131.92,162.88,150.5
2022-11-05,173.27,122.24,140.63,160.12,189.07,116.98,132.06,162.91,149.9
2022-11-06,173.67,121.95,140.84,159.9,189.35,116.94,132.19,163.11,149.34
2022-11-07,173.89,121.66,140.99,159.72,189.56,116.86,132.35,163.39,148.73
2022-11-08,174.31,121.59,141.45,159.58,189.86,116.97,132.57,163.78,148.26
2022-11-09,174.68,121.51,142.13,159.43,190.08,117.06,132.76,164.2,147.99
2022-11-10,175.0,121.47,142.71,159.12,190.35,117.16,132.8,164.62,147.65
2022-11-11,175.0,121.28,142.98,158.65,190.31,117.1,132.75,164.88,147.23
2022-11-12,175.12,121.12,143.29,158.38,190.41,117.2,132.7,165.19,147.02
2022-11-13,175.14,120.94,143.58,158.05,190.46,117.23,132.64,165.42,146.68
2022-11-14,175.13,120.74,143.92,157.55,190.45,117.33,132.54,165.58,146.27
2022-11-15,175.15,120.52,144.11,157.06,190.4,117.32,132.4,165.68,145.92
2022-11-16,175.22,120.35,144.29,156.68,190.41,117.33,132.31,165.79,145.61
2022-11-17,175.34,120.16,144.49,156.35,190.45,117.35,132.36,165.87,145.41
2022-11-18,175.66,120.05,144.62,156.04,190.68,117.26,132.4,165.93,145.16
2022-11-19,175.78,119.69,144.75,155.3,190.46,117.1,132.34,165.88,144.65
2022-11-20,176.14,119.52,144.94,154.87,190.38,117.12,132.31,165.99,144.35
2022-11-21,176.45,119.32,145.18,154.53,190.16,117.09,132.21,166.13,144.06
2022-11-22,176.85,119.14,145.36,154.29,190.11,117.04,132.16,166.35,143.74
2022-11-23,177.05,118.9,145.54,153.97,189.92,117.0,132.07,166.56,143.47
2022-11-24,177.06,118.75,145.68,153.59,189.89,116.97,131.99,166.75,143.19
2022-11-25,177.08,118.59,145.91,153.26,189.82,117.02,131.91,166.86,143.09
2022-11-26,177.21,118.64,146.06,153.26,190.07,117.09,131.82,167.07,143.2
2022-11-27,177.1,118.5,146.04,152.94,190.14,117.04,131.77,167.14,143.1
2022-11-28,177.11,118.43,145.92,152.66,190.41,117.02,131.82,167.22,143.01
2022-11-29,176.93,118.35,145.86,152.32,190.54,117.0,131.83,167.21,142.94
2022-11-30,176.82,118.29,145.84,151.98,190.69,116.97,131.88,167.24,142.82
2022-12-01,176.9,118.05,145.67,151.52,190.42,116.91,131.85,167.08,142.63
2022-12-02,176.85,117.77,145.47,150.96,190.15,116.82,131.73,166.99,142.14
2022-12-03,176.84,117.58,145.02,150.51,190.01,116.79,131.67,167.11,141.63
2022-12-04,176.76,117.31,144.89,150.04,189.89,116.79,131.41,167.06,141.01
2022-12-05,176.93,117.06,144.88,149.55,189.95,116.82,131.13,166.98,140.57
2022-12-06,177.15,116.69,144.83,148.98,189.93,116.78,130.77,166.89,140.0
2022-12-07,177.34,116.32,144.27,148.37,189.95,116.74,130.22,166.67,139.33
2022-12-08,177.47,116.01,143.68,147.8,190.1,116.68,129.59,166.55,138.74
2022-12-09,177.81,115.86,143.6,147.44,190.32,116.56,128.89,166.78,138.34
2022-12-10,177.88,115.49,143.38,146.95,190.4,116.28,128.12,166.78,137.79
2022-12-11,178.22,115.24,143.21,146.7,190.7,116.09,127.55,167.0,137.46
2022-12-12,178.4,114.98,143.06,146.4,190.88,115.92,127.03,167.35,137.01
2022-12-13,178.68,114.85,143.11,146.17,191.34,115.61,126.65,167.76,136.69
2022-12-14,179.08,114.73,143.63,145.97,191.89,115.57,126.44,168.4,136.68
2022-12-15,179.47,114.58,144.46,145.88,192.37,115.55,126.21,169.06,136.52
2022-12-16,179.68,114.28,144.68,145.65,192.75,115.63,126.16,169.38,136.4
2022-12-17,179.96,114.04,145.55,145.41,193.1,115.82,126.11,169.71,136.34
2022-12-18,180.1,113.8,146.11,144.88,193.31,115.9,126.01,169.99,136.26
2022-12-19,180.08,113.52,146.57,144.29,193.57,115.89,125.74,170.18,136.1
2022-12-20,179.96,113.09,146.68,143.8,193.42,115.99,125.45,170.49,136.0
2022-12-21,180.1,112.76,146.67,143.34,193.37,115.86,125.2,170.72,135.73
2022-12-22,180.2,112.5,146.61,142.85,193.32,115.82,125.08,171.02,135.53
2022-12-23,180.25,112.26,145.88,142.32,193.26,115.8,124.93,171.19,135.23
2022-12-24,180.53,112.08,144.93,141.89,193.38,115.84,124.89,171.39,135.09
2022-12-25,180.77,111.79,143.99,141.53,193.4,116.12,124.77,171.57,134.88
2022-12-26,181.15,111.59,143.06,141.27,193.51,116.18,124.81,171.76,134.78
2022-12-27,181.5,111.48,142.41,140.99,193.86,116.25,124.81,171.73,134.7
2022-12-28,181.43,111.28,141.69,140.65,194.07,116.12,124.65,171.66,134.49
2022-12-29,181.41,111.24,140.64,140.52,194.28,115.91,124.6,171.67,134.34
2022-12-30,181.51,111.37,140.13,140.61,194.4,115.74,124.6,171.7,134.28
2022-12-31,181.37,111.65,139.23,140.86,194.14,115.48,124.63,171.7,134.13
2023-01-01,181.01,112.06,138.12,141.19,193.48,114.82,124.68,171.68,133.87
2023-01-02,180.6,112.52,136.57,141.66,192.43,114.37,124.76,171.53,133.47
2023-01-03,180.1,113.11,134.74,142.34,191.08,113.97,124.9,171.38,132.99
2023-01-04,179.63,113.73,132.64,142.97,189.59,113.55,124.97,171.03,132.3
2023-01-05,179.17,114.27,130.86,143.6,188.2,113.15,125.0,170.73,131.85
2023-01-06,178.47,114.69,129.39,144.12,186.97,112.54,124.93,170.54,131.39
2023-01-07,177.73,114.98,128.5,144.43,185.85,111.89,124.64,170.6,130.86
2023-01-08,177.35,115.24,127.96,144.84,185.19,111.45,124.44,170.8,130.52
2023-01-09,176.77,115.35,127.85,145.0,184.63,110.96,124.08,171.14,130.27
2023-01-10,176.41,115.36,128.11,145.12,184.31,110.47,123.78,171.5,130.2
2023-01-11,176.08,115.36,128.68,145.28,184.19,110.2,123.53,172.09,130.35
2023-01-12,175.77,115.34,129.15,145.17,184.05,109.91,123.27,172.53,130.31
2023-01-13,175.61,115.27,129.52,145.1,183.76,109.76,123.11,172.72,130.29
2023-01-14,175.41,114.99,129.56,144.66,183.2,109.49,122.98,172.59,130.21
2023-01-15,175.36,114.72,129.42,144.14,182.7,109.14,122.87,172.33,130.34
2023-01-16,175.44,114.5,129.36,143.79,182.49,108.88,122.85,172.1,130.48
2023-01-17,175.39,114.22,128.96,143.22,182.25,108.56,122.62,171.72,130.52
2023-01-18,175.4,113.94,128.72,142.66,181.9,108.22,122.35,171.33,130.48
2023-01-19,175.27,113.59,128.54,142.13,181.47,107.85,122.13,170.93,130.46
2023-01-20,175.02,113.2,128.28,141.64,180.98,107.52,121.78,170.71,130.08
2023-01-21,174.71,112.91,127.97,141.32,180.57,107.24,121.33,170.46,129.63
2023-01-22,174.13,112.61,127.69,141.05,180.13,107.07,120.9,170.34,128.92
2023-01-23,173.34,112.21,127.27,140.57,179.42,106.83,120.43,170.12,128.08
2023-01-24,172.48,111.81,126.99,140.15,178.69,106.62,119.95,169.99,127.15
2023-01-25,171.6,111.47,126.6,139.75,178.06,106.42,119.46,169.79,126.21
2023-01-26,170.86,111.14,126.12,139.45,177.47,106.31,118.79,170.04,125.23
2023-01-27,170.32,110.78,125.75,139.12,176.99,106.48,118.27,169.82,124.6
2023-01-28,170.05,110.47,125.42,139.02,176.7,106.75,117.96,169.68,124.16
2023-01-29,169.73,110.12,125.12,138.78,176.31,106.95,117.56,169.39,123.63
2023-01-30,169.63,109.86,124.88,138.64,176.05,107.19,117.17,169.19,123.23
2023-01-31,169.83,109.56,124.61,138.46,175.78,107.48,116.91,169.08,122.86
2023-02-01,170.04,109.25,124.24,138.3,175.43,107.78,116.73,169.15,122.51
2023-02-02,170.08,108.89,123.92,137.93,174.99,107.95,116.59,168.51,121.98
2023-02-03,170.0,108.74,123.56,137.55,174.64,107.69,116.37,168.39,121.38
2023-02-04,169.95,108.69,123.34,137.18,174.54,107.56,116.12,168.36,120.78
2023-02-05,169.89,108.61,122.98,136.81,174.42,107.3,115.84,168.39,120.15
2023-02-06,169.84,108.52,122.54,136.4,174.27,106.95,115.63,168.25,119.5
2023-02-07,169.5,108.43,122.25,136.0,174.13,106.6,115.33,168.02,118.79
2023-02-08,169.34,108.25,121.76,135.49,174.04,106.24,115.07,167.48,118.1
2023-02-09,169.27,108.14,121.29,135.19,173.84,106.06,114.8,167.19,117.58
2023-02-10,169.24,107.9,120.55,134.76,173.61,106.17,114.6,166.81,117.07
2023-02-11,169.24,107.58,119.85,134.28,173.18,106.06,114.42,166.52,116.55
2023-02-12,169.21,107.23,119.26,133.75,172.69,105.99,114.21,166.1,116.07
2023-02-13,169.16,106.89,118.8,133.29,172.25,106.07,113.93,165.79,115.6
2023-02-14,169.11,106.46,118.36,132.85,171.85,106.34,113.43,165.49,115.07
2023-02-15,168.77,106.2,118.48,132.42,171.44,106.57,113.28,165.16,114.48
2023-02-16,168.39,105.87,118.48,132.02,171.33,106.44,113.21,164.96,113.87
2023-02-17,167.96,105.56,118.82,131.64,171.16,106.35,113.12,164.72,113.14
2023-02-18,166.71,104.89,118.77,130.65,170.28,106.09,112.76,164.09,112.04
2023-02-19,166.15,104.56,118.86,130.26,170.11,106.14,112.67,163.87,111.39
2023-02-20,165.8,104.26,119.02,129.92,169.92,106.12,112.63,163.7,110.79
2023-02-21,165.5,104.01,119.07,129.59,169.62,105.88,112.85,163.45,110.28
2023-02-22,165.29,103.72,118.87,129.4,169.54,105.77,112.78,163.51,109.85
2023-02-23,165.31,103.58,118.8,129.34,169.67,106.05,112.72,163.62,109.43
2023-02-24,165.09,103.26,118.59,129.07,169.61,105.9,112.43,163.49,109.04
2023-02-25,165.8,103.3,118.69,129.34,170.34,106.03,112.4,163.59,109.08
2023-02-26,165.9,102.94,118.66,129.17,170.44,105.89,112.14,163.38,108.7
2023-02-27,165.73,102.55,118.51,128.94,170.45,105.73,111.86,163.13,108.25
2023-02-28,165.56,102.17,118.38,128.48,170.53,105.56,111.58,162.81,107.82
2023-03-01,164.87,101.38,117.97,127.62,169.93,104.98,110.9,161.87,107.14
2023-03-02,164.46,100.79,117.61,126.9,169.44,104.55,110.6,161.13,106.69
2023-03-03,164.34,100.37,117.39,126.46,169.2,104.48,110.5,160.65,106.36
2023-03-04,163.93,99.94,117.16,126.01,168.87,104.43,110.4,160.07,105.97
2023-03-05,163.75,99.71,116.96,125.67,168.77,104.47,110.38,159.6,105.69
2023-03-06,163.49,99.41,116.7,125.26,168.69,104.54,110.39,159.18,105.39
2023-03-07,163.22,99.05,116.35,125.04,168.49,104.38,110.4,158.74,105.03
2023-03-08,163.1,98.99,116.19,124.97,168.6,104.3,110.76,158.59,104.78
2023-03-09,162.86,98.74,116.02,124.84,168.58,104.09,110.74,158.19,104.41
2023-03-10,162.86,98.87,116.41,125.21,169.19,104.15,111.06,158.32,104.22
2023-03-11,163.04,99.11,116.98,125.74,169.89,104.28,111.35,158.51,104.03
2023-03-12,162.85,99.19,117.43,125.98,170.19,104.23,111.46,158.53,103.7
2023-03-13,162.77,99.52,117.78,126.19,170.46,104.17,111.46,158.31,103.32
2023-03-14,162.67,99.93,118.22,126.48,170.79,104.38,111.5,158.19,103.05
2023-03-15,162.91,100.49,118.93,127.01,171.24,104.87,111.57,158.57,103.05
2023-03-16,162.61,100.78,119.51,127.14,171.37,105.21,111.54,158.97,102.99
2023-03-17,162.16,100.93,119.56,126.81,171.08,105.26,111.33,158.94,102.79
2023-03-18,161.61,101.01,119.5,126.38,170.73,105.28,111.22,159.07,102.65
2023-03-19,161.07,101.12,119.48,126.02,170.48,105.38,111.18,159.1,102.52
