DATE,IHLIDXUSTPSALE
2024-02-09,92.63
2024-02-10,92.43
2024-02-11,92.25
2024-02-12,92.07
2024-02-13,92.04
2024-02-14,92.12
2024-02-15,92.2
2024-02-16,92.27
2024-02-17,92.08
2024-02-18,92.17
2024-02-19,92.25
2024-02-20,92.2
2024-02-21,92.13
2024-02-22,92.12
2024-02-23,92.19
2024-02-24,92.57
2024-02-25,92.62
2024-02-26,92.67
2024-02-27,92.76
2024-02-28,92.81
2024-02-29,92.86
2024-03-01,92.79
2024-03-02,92.63
2024-03-03,92.59
2024-03-04,92.57
2024-03-05,92.54
2024-03-06,92.58
2024-03-07,92.59
2024-03-08,92.65
