DATE,IHLIDXUSTPITOPHE
2024-01-23,86.87
2024-01-24,86.68
2024-01-25,86.41
2024-01-26,86.28
2024-01-27,86.22
2024-01-28,86.18
2024-01-29,86.21
2024-01-30,86.32
2024-01-31,86.4
2024-02-01,86.53
2024-02-02,86.62
2024-02-03,86.63
2024-02-04,86.67
2024-02-05,86.68
2024-02-06,86.67
2024-02-07,86.64
2024-02-08,86.62
2024-02-09,86.6
2024-02-10,86.62
2024-02-11,86.6
2024-02-12,86.56
2024-02-13,86.44
2024-02-14,86.36
2024-02-15,86.25
2024-02-16,86.0
2024-02-17,85.42
2024-02-18,85.14
2024-02-19,84.88
2024-02-20,84.67
2024-02-21,84.42
2024-02-22,84.24
2024-02-23,84.19
2024-02-24,84.56
2024-02-25,84.67
2024-02-26,84.76
2024-02-27,84.88
2024-02-28,85.09
2024-02-29,85.36
2024-03-01,85.54
2024-03-02,85.57
2024-03-03,85.66
2024-03-04,85.81
2024-03-05,85.98
2024-03-06,86.05
2024-03-07,86.06
2024-03-08,86.05
