DATE,IHLIDXUSTPELECENGI
2023-10-28,154.88
2023-10-29,154.88
2023-10-30,154.79
2023-10-31,154.62
2023-11-01,154.6
2023-11-02,154.71
2023-11-03,154.78
2023-11-04,154.52
2023-11-05,154.26
2023-11-06,153.94
2023-11-07,153.6
2023-11-08,153.12
2023-11-09,152.6
2023-11-10,152.03
2023-11-11,151.97
2023-11-12,151.88
2023-11-13,151.89
2023-11-14,151.93
2023-11-15,151.94
2023-11-16,151.95
2023-11-17,152.13
2023-11-18,151.9
2023-11-19,151.93
2023-11-20,151.9
2023-11-21,151.88
2023-11-22,151.81
2023-11-23,151.78
2023-11-24,151.73
2023-11-25,151.89
2023-11-26,151.72
2023-11-27,151.56
2023-11-28,151.4
2023-11-29,151.47
2023-11-30,151.39
2023-12-01,151.23
2023-12-02,151.03
2023-12-03,151.02
2023-12-04,151.06
2023-12-05,151.14
2023-12-06,151.15
2023-12-07,151.23
2023-12-08,151.51
2023-12-09,151.5
2023-12-10,151.76
2023-12-11,152.04
2023-12-12,152.34
2023-12-13,152.64
2023-12-14,152.97
2023-12-15,152.95
2023-12-16,153.24
2023-12-17,153.24
2023-12-18,153.23
2023-12-19,153.21
2023-12-20,152.93
2023-12-21,152.56
2023-12-22,152.35
2023-12-23,152.18
2023-12-24,152.01
2023-12-25,151.88
2023-12-26,151.69
2023-12-27,151.77
2023-12-28,151.92
2023-12-29,152.14
2023-12-30,152.31
2023-12-31,152.37
2024-01-01,152.16
2024-01-02,151.91
2024-01-03,151.78
2024-01-04,151.83
2024-01-05,151.78
2024-01-06,151.57
2024-01-07,151.47
2024-01-08,151.52
2024-01-09,151.7
2024-01-10,151.78
2024-01-11,151.83
2024-01-12,151.9
2024-01-13,151.87
2024-01-14,152.07
2024-01-15,152.16
2024-01-16,152.18
2024-01-17,152.18
2024-01-18,151.86
2024-01-19,151.38
2024-01-20,151.08
2024-01-21,150.35
2024-01-22,149.61
2024-01-23,148.8
2024-01-24,147.84
2024-01-25,147.05
2024-01-26,146.42
2024-01-27,146.05
2024-01-28,145.69
2024-01-29,145.52
2024-01-30,145.52
2024-01-31,145.65
2024-02-01,146.12
2024-02-02,146.68
2024-02-03,147.22
2024-02-04,147.8
2024-02-05,148.28
2024-02-06,148.63
2024-02-07,149.02
2024-02-08,148.99
2024-02-09,148.76
2024-02-10,148.45
2024-02-11,148.19
2024-02-12,147.95
2024-02-13,147.7
2024-02-14,147.33
2024-02-15,146.57
2024-02-16,145.85
2024-02-17,144.5
2024-02-18,143.74
2024-02-19,142.98
2024-02-20,142.19
2024-02-21,141.5
2024-02-22,141.05
2024-02-23,140.77
2024-02-24,141.23
2024-02-25,141.06
2024-02-26,140.88
2024-02-27,140.8
2024-02-28,140.72
2024-02-29,140.7
2024-03-01,140.54
2024-03-02,140.15
2024-03-03,139.93
2024-03-04,139.81
2024-03-05,139.66
2024-03-06,139.41
2024-03-07,139.28
2024-03-08,139.17
