DATE,IHLIDXUSTPPRMA
2023-07-20,157.25
2023-07-21,156.99
2023-07-22,156.27
2023-07-23,156.04
2023-07-24,155.92
2023-07-25,155.8
2023-07-26,155.66
2023-07-27,155.61
2023-07-28,155.42
2023-07-29,155.8
2023-07-30,155.73
2023-07-31,155.58
2023-08-01,155.34
2023-08-02,154.92
2023-08-03,154.58
2023-08-04,154.34
2023-08-05,154.15
2023-08-06,153.86
2023-08-07,153.6
2023-08-08,153.5
2023-08-09,153.53
2023-08-10,153.41
2023-08-11,153.26
2023-08-12,152.83
2023-08-13,152.68
2023-08-14,152.59
2023-08-15,152.47
2023-08-16,152.47
2023-08-17,152.54
2023-08-18,152.64
2023-08-19,153.02
2023-08-20,153.11
2023-08-21,153.2
2023-08-22,153.32
2023-08-23,153.33
2023-08-24,153.46
2023-08-25,153.55
2023-08-26,153.58
2023-08-27,153.69
2023-08-28,153.83
2023-08-29,153.91
2023-08-30,154.07
2023-08-31,154.09
2023-09-01,153.98
2023-09-02,154.01
2023-09-03,153.93
2023-09-04,153.96
2023-09-05,153.95
2023-09-06,153.89
2023-09-07,153.88
2023-09-08,154.06
2023-09-09,154.17
2023-09-10,154.26
2023-09-11,154.38
2023-09-12,154.34
2023-09-13,154.52
2023-09-14,154.62
2023-09-15,154.57
2023-09-16,154.46
2023-09-17,154.19
2023-09-18,153.75
2023-09-19,153.25
2023-09-20,152.53
2023-09-21,151.82
2023-09-22,151.18
2023-09-23,150.55
2023-09-24,150.17
2023-09-25,149.84
2023-09-26,149.79
2023-09-27,149.65
2023-09-28,149.67
2023-09-29,149.67
2023-09-30,149.47
2023-10-01,149.41
2023-10-02,149.27
2023-10-03,149.19
2023-10-04,149.35
2023-10-05,149.4
2023-10-06,149.47
2023-10-07,149.85
2023-10-08,149.97
2023-10-09,150.05
2023-10-10,150.09
2023-10-11,149.9
2023-10-12,149.71
2023-10-13,149.54
2023-10-14,149.17
2023-10-15,148.93
2023-10-16,148.76
2023-10-17,148.64
2023-10-18,148.61
2023-10-19,148.44
2023-10-20,148.13
2023-10-21,147.66
2023-10-22,147.56
2023-10-23,147.34
2023-10-24,147.06
2023-10-25,146.75
2023-10-26,146.57
2023-10-27,146.53
2023-10-28,146.73
2023-10-29,146.61
2023-10-30,146.58
2023-10-31,146.58
2023-11-01,146.56
2023-11-02,146.43
2023-11-03,146.4
2023-11-04,146.42
2023-11-05,146.46
2023-11-06,146.44
2023-11-07,146.29
2023-11-08,146.18
2023-11-09,146.13
2023-11-10,145.94
2023-11-11,145.67
2023-11-12,145.38
2023-11-13,145.21
2023-11-14,145.09
2023-11-15,145.01
2023-11-16,145.03
2023-11-17,145.07
2023-11-18,144.98
2023-11-19,145.0
2023-11-20,145.05
2023-11-21,145.1
2023-11-22,145.11
2023-11-23,145.14
2023-11-24,145.13
2023-11-25,145.37
2023-11-26,145.54
2023-11-27,145.62
2023-11-28,145.9
2023-11-29,146.06
2023-11-30,146.12
2023-12-01,146.22
2023-12-02,146.07
2023-12-03,145.97
2023-12-04,145.94
2023-12-05,145.82
2023-12-06,145.73
2023-12-07,145.63
2023-12-08,145.56
2023-12-09,145.44
2023-12-10,145.65
2023-12-11,145.86
2023-12-12,145.98
2023-12-13,146.29
2023-12-14,146.71
2023-12-15,147.07
2023-12-16,147.66
2023-12-17,147.88
2023-12-18,148.09
2023-12-19,148.35
2023-12-20,148.44
2023-12-21,148.54
2023-12-22,148.62
2023-12-23,148.66
2023-12-24,148.8
2023-12-25,149.02
2023-12-26,149.26
2023-12-27,149.65
2023-12-28,150.0
2023-12-29,150.24
2023-12-30,150.32
2023-12-31,150.09
2024-01-01,149.45
2024-01-02,148.37
2024-01-03,147.08
2024-01-04,145.92
2024-01-05,145.05
2024-01-06,144.31
2024-01-07,143.78
2024-01-08,143.41
2024-01-09,143.42
2024-01-10,143.73
2024-01-11,143.93
2024-01-12,143.94
2024-01-13,143.66
2024-01-14,143.56
2024-01-15,143.56
2024-01-16,143.54
2024-01-17,143.39
2024-01-18,143.08
2024-01-19,142.78
2024-01-20,142.65
2024-01-21,142.3
2024-01-22,141.9
2024-01-23,141.46
2024-01-24,140.87
2024-01-25,140.4
2024-01-26,140.01
2024-01-27,139.77
2024-01-28,139.45
2024-01-29,139.15
2024-01-30,138.99
2024-01-31,138.94
2024-02-01,138.82
2024-02-02,138.73
2024-02-03,138.69
2024-02-04,138.75
2024-02-05,138.84
2024-02-06,138.88
2024-02-07,138.98
2024-02-08,139.14
2024-02-09,139.23
2024-02-10,139.22
2024-02-11,139.18
2024-02-12,139.13
2024-02-13,139.07
2024-02-14,139.03
2024-02-15,138.87
2024-02-16,138.77
2024-02-17,138.16
2024-02-18,138.06
2024-02-19,137.97
2024-02-20,137.82
2024-02-21,137.62
2024-02-22,137.46
2024-02-23,137.39
2024-02-24,137.99
2024-02-25,138.08
2024-02-26,138.21
2024-02-27,138.36
2024-02-28,138.51
2024-02-29,138.86
2024-03-01,138.93
2024-03-02,138.76
2024-03-03,138.75
2024-03-04,138.78
2024-03-05,138.79
2024-03-06,138.91
2024-03-07,138.88
2024-03-08,139.04
